week,ID,Demand,Discount_Percentage,lag_1,rolling_mean,upload_date_time,Primary_Category_Alt,Name,price_range_description,Price,Description,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Supplier_Name,Last_Restock_Date,Total_Revenue
29,2649,38,25.65,129.0,119.5,2024-07-18 01:14:53.527162,Shoes,Coat,Premium,453.77,Coat in Shoes category,Available,293,26,1,Supplier_2,Apparel Distribution Center,2024-05-06 01:14:53.527162,12819.82
5,4630,70,22.08,38.0,88.0,2024-01-29 01:14:53.527162,Women,Coat,Low,18.75,Coat in Women category,Out of Stock,256,19,14,Supplier_4,Bella+Canvas,2023-12-31 01:14:53.527162,1022.39
18,7875,63,32.63,70.0,75.0,2023-05-05 01:14:53.527162,Kids,Sweater,Low,28.44,Sweater in Kids category,Out of Stock,239,48,3,Supplier_3,AlphaBroder,2023-02-07 01:14:53.527162,1207.15
48,6228,0,34.73,63.0,42.75,2023-12-01 01:14:53.527162,Women,Bags,Low,6.36,Bags in Women category,Out of Stock,13,38,11,Supplier_2,Apparel Distribution Center,2023-09-17 01:14:53.527162,0.0
12,5793,65,43.99,0.0,49.5,2021-03-28 01:14:53.527162,Men,Coat,Medium,94.53,Coat in Men category,Available,86,46,2,Supplier_4,Bella+Canvas,2021-03-25 01:14:53.527162,3441.39
26,7939,0,21.85,65.0,32.0,2021-07-01 01:14:53.527162,Women,Hat,Medium,39.57,Hat in Women category,Available,23,62,2,Supplier_2,Apparel Distribution Center,2021-04-27 01:14:53.527162,0.0
42,6953,48,44.66,0.0,28.25,2023-10-20 01:14:53.527162,Shoes,Hat,High,112.84,Hat in Shoes category,Out of Stock,93,46,11,Supplier_7,Blankstyle,2023-08-25 01:14:53.527162,2997.41
14,4051,112,17.51,48.0,56.25,2022-04-10 01:14:53.527162,Men,Shorts,Medium,77.85,Shorts in Men category,Available,115,8,14,Supplier_4,Bella+Canvas,2022-01-31 01:14:53.527162,7192.78
15,1069,58,9.61,112.0,54.5,2022-04-16 01:14:53.527162,Shoes,Sneakers,Medium,62.8,Sneakers in Shoes category,Available,223,50,9,Supplier_3,AlphaBroder,2022-03-30 01:14:53.527162,3292.7
4,2344,44,39.47,58.0,65.5,2022-01-26 01:14:53.527162,Men,Sneakers,Premium,342.46,Sneakers in Men category,Available,60,31,4,Supplier_6,S&S Activewear,2022-01-18 01:14:53.527162,9120.67
3,4963,59,16.84,44.0,68.25,2024-01-19 01:14:53.527162,Accessories,Coat,Low,5.11,Coat in Accessories category,Available,288,24,8,Supplier_8,TSC Apparel,2023-12-28 01:14:53.527162,250.87
11,5867,96,21.69,59.0,64.25,2023-03-13 01:14:53.527162,Kids,Coat,Low,14.75,Coat in Kids category,Out of Stock,292,79,12,Supplier_4,Bella+Canvas,2023-01-14 01:14:53.527162,1108.74
2,9550,111,34.74,96.0,77.5,2023-01-15 01:14:53.527162,Women,Coat,Medium,72.85,Coat in Women category,Out of Stock,294,14,8,Supplier_9,Wholesale Fashion Square,2022-10-25 01:14:53.527162,5277.24
18,2580,85,41.3,111.0,87.75,2024-05-01 01:14:53.527162,Shoes,Shirt,Medium,65.58,Shirt in Shoes category,Available,299,23,7,Supplier_4,Bella+Canvas,2024-03-26 01:14:53.527162,3272.03
19,9700,75,42.32,85.0,91.75,2024-05-11 01:14:53.527162,Women,Bags,High,172.82,Bags in Women category,Available,141,55,2,Supplier_5,Royal Apparel,2024-02-27 01:14:53.527162,7476.19
30,1870,68,43.23,75.0,84.75,2023-07-25 01:14:53.527162,Men,Coat,High,165.09,Coat in Men category,Out of Stock,200,76,9,Supplier_5,Royal Apparel,2023-06-02 01:14:53.527162,6373.4
15,3610,19,46.8,68.0,61.75,2023-04-13 01:14:53.527162,Accessories,Jeans,Low,15.83,Jeans in Accessories category,Out of Stock,19,7,7,Supplier_7,Blankstyle,2023-03-31 01:14:53.527162,160.05
19,7758,90,44.33,19.0,63.0,2023-05-11 01:14:53.527162,Men,Hat,Premium,220.77,Hat in Men category,Out of Stock,259,69,13,Supplier_5,Royal Apparel,2023-03-04 01:14:53.527162,11061.89
42,7002,36,42.52,90.0,53.25,2024-10-15 01:14:53.527162,Kids,Sneakers,Low,23.66,Sneakers in Kids category,Out of Stock,176,74,2,Supplier_4,Bella+Canvas,2024-08-13 01:14:53.527162,489.68
18,3101,65,32.7,36.0,52.5,2022-05-02 01:14:53.527162,Shoes,Bags,High,186.52,Bags in Shoes category,Available,117,80,3,Supplier_8,TSC Apparel,2022-04-08 01:14:53.527162,8159.09
48,5279,45,6.41,65.0,59.0,2020-11-25 01:14:53.527162,Accessories,Shirt,High,113.92,Shirt in Accessories category,Out of Stock,45,21,1,Supplier_2,Apparel Distribution Center,2020-11-08 01:14:53.527162,4797.88
24,7656,133,34.99,45.0,69.75,2023-06-16 01:14:53.527162,Shoes,Sneakers,High,105.58,Sneakers in Shoes category,Out of Stock,292,28,15,Supplier_8,TSC Apparel,2023-04-21 01:14:53.527162,9129.07
6,6010,85,47.27,133.0,82.0,2023-02-10 01:14:53.527162,Kids,Shirt,High,165.03,Shirt in Kids category,Out of Stock,178,9,11,Supplier_3,AlphaBroder,2023-01-05 01:14:53.527162,7396.97
24,1960,75,28.16,85.0,84.5,2023-06-16 01:14:53.527162,Accessories,Bags,High,179.46,Bags in Accessories category,Out of Stock,75,33,14,Supplier_5,Royal Apparel,2023-05-09 01:14:53.527162,9669.67
26,7261,85,47.0,75.0,94.5,2021-06-28 01:14:53.527162,Men,Coat,Medium,81.64,Coat in Men category,Available,159,6,1,Supplier_9,Wholesale Fashion Square,2021-05-04 01:14:53.527162,3677.62
24,6977,14,26.75,85.0,64.75,2023-06-15 01:14:53.527162,Men,Jacket,High,118.81,Jacket in Men category,Available,34,37,3,Supplier_5,Royal Apparel,2023-04-05 01:14:53.527162,1218.45
38,2388,16,23.24,14.0,47.5,2024-09-16 01:14:53.527162,Kids,Jacket,Low,23.56,Jacket in Kids category,Available,263,27,13,Supplier_9,Wholesale Fashion Square,2024-08-25 01:14:53.527162,289.35
50,5862,83,43.61,16.0,49.5,2020-12-08 01:14:53.527162,Men,Sweater,Premium,399.67,Sweater in Men category,Available,181,70,2,Supplier_8,TSC Apparel,2020-10-11 01:14:53.527162,18706.55
35,3370,53,45.02,83.0,41.5,2024-08-27 01:14:53.527162,Shoes,Coat,Medium,68.32,Coat in Shoes category,Out of Stock,215,41,4,Supplier_1,FashionGo,2024-06-10 01:14:53.527162,1990.68
47,2742,18,41.33,53.0,42.5,2021-11-23 01:14:53.527162,Kids,Shorts,Medium,45.13,Shorts in Kids category,Out of Stock,51,12,13,Supplier_6,S&S Activewear,2021-10-14 01:14:53.527162,476.56
42,4184,108,18.11,18.0,65.5,2023-10-17 01:14:53.527162,Accessories,Shirt,Premium,298.92,Shirt in Accessories category,Available,231,7,8,Supplier_4,Bella+Canvas,2023-09-09 01:14:53.527162,26438.24
11,1564,30,15.51,108.0,52.25,2022-03-17 01:14:53.527162,Men,Dress,High,199.57,Dress in Men category,Out of Stock,166,37,9,Supplier_8,TSC Apparel,2022-01-04 01:14:53.527162,5058.57
52,4709,63,13.36,30.0,54.75,2021-12-30 01:14:53.527162,Accessories,Sneakers,High,124.27,Sneakers in Accessories category,Out of Stock,122,65,12,Supplier_8,TSC Apparel,2021-12-25 01:14:53.527162,6782.91
9,8034,43,31.75,63.0,61.0,2022-03-05 01:14:53.527162,Accessories,Dress,High,151.43,Dress in Accessories category,Out of Stock,144,31,3,Supplier_1,FashionGo,2022-03-04 01:14:53.527162,4444.15
27,7701,75,13.48,43.0,52.75,2021-07-06 01:14:53.527162,Shoes,Jeans,High,114.52,Jeans in Shoes category,Available,300,48,15,Supplier_4,Bella+Canvas,2021-05-25 01:14:53.527162,7431.57
2,4430,58,44.96,75.0,59.75,2024-01-13 01:14:53.527162,Shoes,Shirt,Low,26.03,Shirt in Shoes category,Out of Stock,199,26,10,Supplier_10,JiffyShirts,2023-11-18 01:14:53.527162,830.96
50,4143,117,26.2,58.0,73.25,2020-12-10 01:14:53.527162,Shoes,Sweater,Medium,95.43,Sweater in Shoes category,Out of Stock,234,11,6,Supplier_8,TSC Apparel,2020-10-05 01:14:53.527162,8240.42
24,2661,96,43.19,117.0,86.5,2021-06-20 01:14:53.527162,Men,Bags,Premium,217.56,Bags in Men category,Out of Stock,108,79,6,Supplier_7,Blankstyle,2021-04-27 01:14:53.527162,11865.95
11,5189,14,42.97,96.0,71.25,2023-03-16 01:14:53.527162,Kids,Sneakers,Premium,312.32,Sneakers in Kids category,Out of Stock,66,72,6,Supplier_6,S&S Activewear,2023-02-07 01:14:53.527162,2493.59
23,2577,110,41.21,14.0,84.25,2022-06-07 01:14:53.527162,Accessories,Sweater,High,120.5,Sweater in Accessories category,Available,131,51,5,Supplier_10,JiffyShirts,2022-05-08 01:14:53.527162,7792.49
26,8518,91,24.93,110.0,77.75,2023-06-27 01:14:53.527162,Shoes,Bags,Medium,92.59,Bags in Shoes category,Out of Stock,183,17,11,Supplier_6,S&S Activewear,2023-03-29 01:14:53.527162,6324.88
28,5885,96,49.7,91.0,77.75,2021-07-18 01:14:53.527162,Women,Jacket,Low,22.47,Jacket in Women category,Out of Stock,251,57,14,Supplier_2,Apparel Distribution Center,2021-04-28 01:14:53.527162,1085.17
12,1296,80,13.8,96.0,94.25,2022-03-22 01:14:53.527162,Women,Jeans,Medium,56.26,Jeans in Women category,Available,80,24,10,Supplier_8,TSC Apparel,2022-01-09 01:14:53.527162,3879.81
37,8325,82,42.6,80.0,87.25,2021-09-17 01:14:53.527162,Shoes,Coat,High,140.08,Coat in Shoes category,Out of Stock,215,26,12,Supplier_3,AlphaBroder,2021-07-23 01:14:53.527162,6592.68
50,7972,75,5.78,82.0,83.25,2023-12-17 01:14:53.527162,Shoes,Dress,Medium,99.06,Dress in Shoes category,Available,80,26,11,Supplier_10,JiffyShirts,2023-11-18 01:14:53.527162,7000.08
17,4770,25,9.2,75.0,65.5,2023-04-26 01:14:53.527162,Accessories,Jeans,Medium,56.08,Jeans in Accessories category,Available,41,38,10,Supplier_3,AlphaBroder,2023-03-27 01:14:53.527162,1273.04
51,6355,55,36.03,25.0,59.25,2021-12-20 01:14:53.527162,Men,Hat,High,184.09,Hat in Men category,Out of Stock,231,11,9,Supplier_7,Blankstyle,2021-11-10 01:14:53.527162,6477.32
46,2649,11,45.16,55.0,41.5,2021-11-16 01:14:53.527162,Men,Hat,Low,16.53,Hat in Men category,Available,11,11,10,Supplier_5,Royal Apparel,2021-09-24 01:14:53.527162,99.69
52,6022,37,7.86,11.0,32.0,2020-12-24 01:14:53.528161,Men,Shorts,Medium,82.05,Shorts in Men category,Available,171,15,14,Supplier_6,S&S Activewear,2020-12-15 01:14:53.528161,2797.33
29,5701,40,36.33,37.0,35.75,2021-07-21 01:14:53.528161,Accessories,Coat,Premium,349.71,Coat in Accessories category,Available,162,78,7,Supplier_8,TSC Apparel,2021-06-28 01:14:53.528161,8906.67
30,1712,26,20.6,40.0,28.5,2022-07-26 01:14:53.528161,Kids,Hat,Low,22.66,Hat in Kids category,Available,95,80,15,Supplier_1,FashionGo,2022-07-11 01:14:53.528161,467.77
7,1425,72,24.87,26.0,43.75,2024-02-15 01:14:53.528161,Accessories,Jeans,Low,21.35,Jeans in Accessories category,Available,80,43,11,Supplier_3,AlphaBroder,2024-02-08 01:14:53.528161,1154.82
12,5718,20,39.62,72.0,39.5,2024-03-22 01:14:53.528161,Kids,Hat,Medium,75.52,Hat in Kids category,Available,141,22,14,Supplier_2,Apparel Distribution Center,2023-12-28 01:14:53.528161,911.92
24,4428,136,22.68,20.0,63.5,2021-06-20 01:14:53.528161,Men,Shirt,Medium,59.12,Shirt in Men category,Available,136,18,3,Supplier_7,Blankstyle,2021-06-03 01:14:53.528161,6216.79
32,9547,56,9.18,136.0,71.0,2022-08-12 01:14:53.528161,Shoes,Jacket,Medium,33.35,Jacket in Shoes category,Available,101,11,3,Supplier_6,S&S Activewear,2022-06-03 01:14:53.528161,1695.9
1,3026,84,30.08,56.0,74.0,2022-01-03 01:14:53.528161,Men,Shirt,Medium,96.59,Shirt in Men category,Out of Stock,144,33,12,Supplier_5,Royal Apparel,2021-11-11 01:14:53.528161,5673.5
51,7049,103,17.25,84.0,94.75,2021-12-25 01:14:53.528161,Shoes,Coat,Medium,46.48,Coat in Shoes category,Out of Stock,298,71,9,Supplier_4,Bella+Canvas,2021-10-22 01:14:53.528161,3961.7
46,3780,1,23.41,103.0,61.0,2023-11-15 01:14:53.528161,Men,Shorts,High,189.28,Shorts in Men category,Out of Stock,24,59,6,Supplier_1,FashionGo,2023-09-06 01:14:53.528161,144.96
38,8678,63,39.37,1.0,62.75,2022-09-25 01:14:53.528161,Kids,Jeans,Medium,96.36,Jeans in Kids category,Available,144,20,15,Supplier_9,Wholesale Fashion Square,2022-07-19 01:14:53.528161,3680.9
24,5013,114,9.81,63.0,70.25,2021-06-20 01:14:53.528161,Women,Sneakers,Medium,86.03,Sneakers in Women category,Out of Stock,184,55,8,Supplier_2,Apparel Distribution Center,2021-05-15 01:14:53.528161,8845.32
53,1480,23,46.82,114.0,50.25,2020-12-29 01:14:53.528161,Kids,Jacket,High,191.01,Jacket in Kids category,Available,79,73,11,Supplier_5,Royal Apparel,2020-10-13 01:14:53.528161,2336.5
47,7859,16,46.23,23.0,54.0,2020-11-16 01:14:53.528161,Accessories,Jacket,Medium,76.15,Jacket in Accessories category,Available,55,61,9,Supplier_7,Blankstyle,2020-10-04 01:14:53.528161,655.15
21,1892,106,5.08,16.0,64.75,2024-05-21 01:14:53.528161,Kids,Sneakers,Premium,226.54,Sneakers in Kids category,Available,217,78,5,Supplier_6,S&S Activewear,2024-05-04 01:14:53.528161,22793.4
11,2788,103,38.04,106.0,62.0,2022-03-14 01:14:53.528161,Accessories,Shirt,Medium,58.38,Shirt in Accessories category,Out of Stock,293,38,12,Supplier_6,S&S Activewear,2021-12-16 01:14:53.528161,3725.21
44,2048,29,26.62,103.0,63.5,2021-11-07 01:14:53.528161,Women,Bags,High,108.67,Bags in Women category,Out of Stock,255,73,8,Supplier_9,Wholesale Fashion Square,2021-08-10 01:14:53.528161,2312.56
27,7356,38,39.38,29.0,69.0,2023-07-07 01:14:53.528161,Shoes,Coat,Premium,485.14,Coat in Shoes category,Out of Stock,291,18,8,Supplier_4,Bella+Canvas,2023-04-16 01:14:53.528161,11175.34
28,6562,53,36.16,38.0,55.75,2022-07-17 01:14:53.528161,Shoes,Sweater,Premium,243.94,Sweater in Shoes category,Available,187,15,4,Supplier_4,Bella+Canvas,2022-07-02 01:14:53.528161,8254.34
13,8883,94,12.42,53.0,53.5,2024-03-25 01:14:53.528161,Men,Shirt,Low,21.09,Shirt in Men category,Available,259,57,8,Supplier_7,Blankstyle,2024-03-14 01:14:53.528161,1736.7
47,8150,7,44.79,94.0,48.0,2023-11-23 01:14:53.528161,Kids,Sweater,Low,19.58,Sweater in Kids category,Out of Stock,14,65,1,Supplier_7,Blankstyle,2023-09-25 01:14:53.528161,75.68
19,4616,38,23.96,7.0,48.0,2021-05-11 01:14:53.528161,Shoes,Hat,Low,25.09,Hat in Shoes category,Available,181,51,14,Supplier_5,Royal Apparel,2021-02-18 01:14:53.528161,724.92
51,4744,50,12.67,38.0,47.25,2021-12-23 01:14:53.528161,Women,Sweater,High,183.81,Sweater in Women category,Out of Stock,166,63,5,Supplier_10,JiffyShirts,2021-12-09 01:14:53.528161,8026.57
8,7801,104,30.39,50.0,49.75,2024-02-23 01:14:53.528161,Accessories,Jacket,Low,25.91,Jacket in Accessories category,Out of Stock,187,61,15,Supplier_1,FashionGo,2023-12-01 01:14:53.528161,1875.44
18,3378,60,47.53,104.0,63.0,2021-05-04 01:14:53.528161,Men,Shirt,Premium,427.74,Shirt in Men category,Out of Stock,60,31,9,Supplier_7,Blankstyle,2021-02-22 01:14:53.528161,13466.67
1,7760,116,15.49,60.0,82.5,2023-01-05 01:14:53.528161,Shoes,Shirt,High,184.84,Shirt in Shoes category,Available,241,53,9,Supplier_8,TSC Apparel,2022-11-22 01:14:53.528161,18120.27
33,9931,35,46.75,116.0,78.75,2024-08-17 01:14:53.528161,Men,Jacket,Medium,64.52,Jacket in Men category,Available,216,10,11,Supplier_7,Blankstyle,2024-07-17 01:14:53.528161,1202.54
47,4148,130,16.56,35.0,85.25,2021-11-23 01:14:53.528161,Women,Coat,Medium,64.92,Coat in Women category,Out of Stock,241,13,10,Supplier_7,Blankstyle,2021-10-15 01:14:53.528161,7041.54
46,4769,47,35.19,130.0,82.0,2020-11-09 01:14:53.528161,Women,Bags,Premium,457.19,Bags in Women category,Available,300,51,9,Supplier_3,AlphaBroder,2020-09-09 01:14:53.528161,13926.07
24,7513,88,31.72,47.0,75.0,2024-06-14 01:14:53.528161,Women,Shirt,High,199.15,Shirt in Women category,Out of Stock,239,20,4,Supplier_1,FashionGo,2024-06-08 01:14:53.528161,11965.87
27,7447,39,14.37,88.0,76.0,2023-07-06 01:14:53.528161,Women,Jeans,Premium,282.96,Jeans in Women category,Out of Stock,118,48,3,Supplier_6,S&S Activewear,2023-04-24 01:14:53.528161,9449.56
7,8063,96,47.5,39.0,67.5,2022-02-17 01:14:53.528161,Women,Shirt,High,184.68,Shirt in Women category,Available,96,77,1,Supplier_6,S&S Activewear,2022-01-23 01:14:53.528161,9307.84
45,3043,41,19.66,96.0,66.0,2020-11-08 01:14:53.528161,Kids,Shorts,High,118.6,Shorts in Kids category,Available,294,77,2,Supplier_2,Apparel Distribution Center,2020-10-27 01:14:53.528161,3906.45
2,2024,31,21.38,41.0,51.75,2024-01-12 01:14:53.528161,Men,Sweater,Medium,77.06,Sweater in Men category,Out of Stock,215,77,13,Supplier_6,S&S Activewear,2023-11-17 01:14:53.528161,1878.1
38,5523,36,40.03,31.0,51.0,2021-09-25 01:14:53.528161,Shoes,Bags,High,155.48,Bags in Shoes category,Out of Stock,221,59,9,Supplier_4,Bella+Canvas,2021-09-02 01:14:53.528161,3356.64
30,8331,28,13.93,36.0,34.0,2024-07-27 01:14:53.528161,Kids,Jeans,Premium,436.18,Jeans in Kids category,Available,296,80,8,Supplier_10,JiffyShirts,2024-05-23 01:14:53.528161,10512.36
7,4225,14,28.59,28.0,27.25,2023-02-13 01:14:53.528161,Kids,Sneakers,Low,20.94,Sneakers in Kids category,Out of Stock,72,75,1,Supplier_8,TSC Apparel,2022-12-31 01:14:53.528161,209.34
51,3306,132,31.02,14.0,52.5,2022-12-24 01:14:53.528161,Shoes,Jacket,High,125.66,Jacket in Shoes category,Out of Stock,191,34,4,Supplier_6,S&S Activewear,2022-10-13 01:14:53.528161,11442.13
6,5667,100,10.98,132.0,68.5,2023-02-12 01:14:53.528161,Men,Shorts,Low,27.71,Shorts in Men category,Out of Stock,168,14,10,Supplier_1,FashionGo,2023-01-23 01:14:53.528161,2466.44
11,5968,75,17.17,100.0,80.25,2024-03-11 01:14:53.528161,Kids,Sweater,Low,5.77,Sweater in Kids category,Out of Stock,75,73,6,Supplier_10,JiffyShirts,2023-12-18 01:14:53.528161,358.74
28,6954,9,15.4,75.0,79.0,2024-07-09 01:14:53.528161,Men,Coat,High,180.19,Coat in Men category,Available,58,58,13,Supplier_9,Wholesale Fashion Square,2024-04-24 01:14:53.528161,1371.95
40,5909,26,25.38,9.0,52.5,2022-10-06 01:14:53.528161,Men,Sweater,Medium,66.19,Sweater in Men category,Available,68,42,12,Supplier_9,Wholesale Fashion Square,2022-09-30 01:14:53.528161,1284.2
24,4576,24,29.27,26.0,33.5,2023-06-12 01:14:53.528161,Men,Coat,High,133.75,Coat in Men category,Available,170,45,7,Supplier_1,FashionGo,2023-04-05 01:14:53.528161,2270.39
7,3189,4,31.87,24.0,15.75,2022-02-16 01:14:53.528161,Accessories,Coat,High,103.51,Coat in Accessories category,Out of Stock,65,70,2,Supplier_7,Blankstyle,2022-01-18 01:14:53.528161,282.09
20,5927,25,22.54,4.0,19.75,2022-05-20 01:14:53.528161,Men,Jeans,High,146.13,Jeans in Men category,Out of Stock,26,49,11,Supplier_1,FashionGo,2022-03-01 01:14:53.528161,2829.62
15,7627,76,10.3,25.0,32.25,2023-04-12 01:14:53.528161,Kids,Shorts,Low,6.79,Shorts in Kids category,Available,228,61,12,Supplier_3,AlphaBroder,2023-02-02 01:14:53.528161,462.85
38,4378,31,46.36,76.0,34.0,2023-09-19 01:14:53.528161,Women,Bags,Premium,474.38,Bags in Women category,Available,167,7,13,Supplier_3,AlphaBroder,2023-06-22 01:14:53.528161,7888.07
30,4017,150,21.71,31.0,70.5,2021-07-26 01:14:53.528161,Men,Shirt,Low,10.79,Shirt in Men category,Available,164,55,10,Supplier_5,Royal Apparel,2021-07-11 01:14:53.528161,1267.47
51,1376,32,17.56,150.0,72.25,2020-12-18 01:14:53.528161,Accessories,Jacket,Premium,262.86,Jacket in Accessories category,Available,87,21,13,Supplier_10,JiffyShirts,2020-12-14 01:14:53.528161,6934.45
44,7152,66,10.51,32.0,69.75,2023-10-30 01:14:53.528161,Men,Dress,Low,17.73,Dress in Men category,Out of Stock,185,62,2,Supplier_7,Blankstyle,2023-08-01 01:14:53.528161,1047.33
8,2281,32,7.19,66.0,70.0,2024-02-25 01:14:53.528161,Kids,Sweater,High,191.5,Sweater in Kids category,Available,194,13,2,Supplier_6,S&S Activewear,2023-12-18 01:14:53.528161,5687.8
28,8597,44,44.0,32.0,43.5,2022-07-17 01:14:53.528161,Accessories,Hat,Low,26.42,Hat in Accessories category,Out of Stock,242,20,8,Supplier_5,Royal Apparel,2022-06-16 01:14:53.528161,650.97
18,3492,26,41.06,44.0,42.0,2024-05-05 01:14:53.528161,Accessories,Coat,Low,5.21,Coat in Accessories category,Available,113,19,12,Supplier_8,TSC Apparel,2024-04-28 01:14:53.528161,79.88
48,8694,115,44.07,26.0,54.25,2021-12-03 01:14:53.528161,Accessories,Jeans,Medium,57.55,Jeans in Accessories category,Out of Stock,206,73,3,Supplier_10,JiffyShirts,2021-10-22 01:14:53.528161,3702.17
46,3726,110,8.31,115.0,73.75,2023-11-19 01:14:53.528161,Accessories,Coat,Premium,245.48,Coat in Accessories category,Out of Stock,233,77,8,Supplier_7,Blankstyle,2023-10-14 01:14:53.528161,24759.53
11,1810,16,16.08,110.0,66.75,2021-03-20 01:14:53.528161,Kids,Shorts,Medium,81.23,Shorts in Kids category,Out of Stock,16,37,14,Supplier_4,Bella+Canvas,2020-12-24 01:14:53.528161,1090.7
35,6520,52,12.15,16.0,73.25,2022-09-04 01:14:53.528161,Shoes,Bags,High,175.78,Bags in Shoes category,Out of Stock,191,73,5,Supplier_4,Bella+Canvas,2022-09-01 01:14:53.528161,8029.67
17,1792,56,13.74,52.0,58.5,2024-04-28 01:14:53.528161,Women,Bags,High,164.32,Bags in Women category,Out of Stock,230,69,2,Supplier_6,S&S Activewear,2024-03-23 01:14:53.528161,7937.48
46,1468,16,34.63,56.0,35.0,2023-11-19 01:14:53.528161,Kids,Sweater,Low,18.04,Sweater in Kids category,Available,16,44,8,Supplier_6,S&S Activewear,2023-09-04 01:14:53.528161,188.7
50,6119,30,6.0,16.0,38.5,2020-12-09 01:14:53.528161,Shoes,Shirt,Premium,288.76,Shirt in Shoes category,Out of Stock,51,75,12,Supplier_1,FashionGo,2020-11-16 01:14:53.528161,8142.7
47,7075,84,16.46,30.0,46.5,2020-11-21 01:14:53.528161,Accessories,Sweater,High,175.71,Sweater in Accessories category,Out of Stock,84,42,6,Supplier_8,TSC Apparel,2020-11-13 01:14:53.528161,12330.9
50,2820,119,14.24,84.0,62.25,2020-12-11 01:14:53.528161,Women,Shorts,Premium,371.0,Shorts in Women category,Available,138,48,13,Supplier_7,Blankstyle,2020-10-25 01:14:53.528161,37862.07
29,7008,54,44.53,119.0,71.75,2024-07-20 01:14:53.528161,Kids,Hat,Medium,30.47,Hat in Kids category,Available,160,32,2,Supplier_10,JiffyShirts,2024-05-09 01:14:53.528161,912.83
23,2630,111,39.35,54.0,92.0,2024-06-05 01:14:53.528161,Men,Jacket,Premium,497.7,Jacket in Men category,Available,285,27,14,Supplier_9,Wholesale Fashion Square,2024-04-21 01:14:53.528161,33504.42
34,1112,50,10.46,111.0,83.5,2024-08-19 01:14:53.529161,Kids,Dress,Low,20.26,Dress in Kids category,Out of Stock,296,11,7,Supplier_5,Royal Apparel,2024-07-20 01:14:53.529161,907.22
40,3246,57,15.05,50.0,68.0,2021-10-05 01:14:53.529161,Women,Dress,High,125.21,Dress in Women category,Out of Stock,278,44,5,Supplier_2,Apparel Distribution Center,2021-09-22 01:14:53.529161,6063.09
50,4954,19,9.66,57.0,59.25,2023-12-12 01:14:53.529161,Men,Bags,Premium,297.83,Bags in Men category,Available,209,5,13,Supplier_3,AlphaBroder,2023-09-20 01:14:53.529161,5111.93
